,station_id,unleaded,super_unleaded,diesel,premium_diesel,station_unleaded_date,station_super_unleaded_date,station_diesel_date,station_premium_diesel_date
378,298,141.9,,142.9,,13.10.2021,,13.10.2021,
379,1718,136.9,,138.9,,13.10.2021,,13.10.2021,
380,1527,145.9,,149.9,,13.10.2021,,14.10.2021,
381,1891,,,,,,,,
382,1164,149.9,,,165.9,13.10.2021,,,13.10.2021
383,1529,145.9,,149.9,,13.10.2021,,13.10.2021,
384,1160,142.9,156.9,145.9,,13.10.2021,13.10.2021,13.10.2021,
385,1523,,159.9,149.9,165.9,,13.10.2021,13.10.2021,13.10.2021
386,1371,138.9,,140.9,,13.10.2021,,13.10.2021,
387,490,145.9,,149.9,,14.10.2021,,14.10.2021,
388,290,139.9,,143.9,156.9,13.10.2021,,13.10.2021,13.10.2021
389,1147,141.9,,144.9,158.9,13.10.2021,,13.10.2021,13.10.2021
390,296,138.9,152.9,143.9,155.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
391,12516,141.9,,146.9,,14.10.2021,,14.10.2021,
392,1158,141.9,,145.9,,13.10.2021,,13.10.2021,
393,1693,141.9,155.9,143.9,157.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
394,1150,,,145.9,,,,13.10.2021,
395,1146,142.9,150.9,146.9,,13.10.2021,13.10.2021,13.10.2021,
396,494,,144.9,148.9,,,14.10.2021,14.10.2021,
397,1692,144.9,,149.9,,16.10.2021,,16.10.2021,
398,8020,138.9,,143.9,,13.10.2021,,13.10.2021,
399,714,,,,,,,,
400,1135,142.9,,145.9,159.9,13.10.2021,,13.10.2021,13.10.2021
401,1139,142.9,153.9,146.9,,13.10.2021,09.10.2021,14.10.2021,
402,1140,136.9,,142.9,,13.10.2021,,13.10.2021,
403,1141,137.8,,141.8,,13.10.2021,,13.10.2021,
404,25,135.9,140.9,137.9,,13.10.2021,10.10.2021,13.10.2021,
405,41,137.8,,139.8,,13.10.2021,,13.10.2021,
406,1521,141.9,155.9,142.9,,13.10.2021,13.10.2021,13.10.2021,
407,26,136.7,,138.7,,18.10.2021,,13.10.2021,
408,1465,,,144.9,,,,14.10.2021,
409,1131,142.9,,145.9,,13.10.2021,,13.10.2021,
410,12529,,,143.9,,,,13.10.2021,
411,1489,141.9,,144.9,158.9,13.10.2021,,13.10.2021,13.10.2021
412,1871,138.9,,143.9,,13.10.2021,,13.10.2021,
413,1043,135.9,,137.9,,13.10.2021,,13.10.2021,
414,1460,135.7,,137.7,,13.10.2021,,14.10.2021,
415,29,143.9,143.9,147.9,,14.10.2021,14.10.2021,14.10.2021,
416,57,136.9,,141.9,,13.10.2021,,13.10.2021,
417,17622,136.7,,137.7,,13.10.2021,,13.10.2021,
418,64,,,147.9,,,,13.10.2021,
419,31,142.9,158.9,148.9,,14.10.2021,13.10.2021,14.10.2021,
420,593,141.9,,147.9,,17.10.2021,,17.10.2021,
421,1457,,143.9,145.9,158.9,,14.10.2021,14.10.2021,14.10.2021
422,603,139.9,,145.9,156.9,17.10.2021,,17.10.2021,13.10.2021
423,1045,,,,,,,,
424,43,,143.9,148.9,,,13.10.2021,14.10.2021,
425,46,142.9,142.9,147.9,,13.10.2021,14.10.2021,14.10.2021,
426,12527,155.7,,137.9,,17.10.2021,,13.10.2021,
427,1453,142.9,,149.9,,13.10.2021,,14.10.2021,
428,1467,143.9,155.9,145.9,,13.10.2021,13.10.2021,13.10.2021,
429,459,139.9,,,,13.10.2021,,,
430,457,138.9,,139.9,,13.10.2021,,13.10.2021,
431,1188,142.9,157.0,146.9,,13.10.2021,13.10.2021,13.10.2021,
432,1046,,,147.9,162.9,,,13.10.2021,13.10.2021
433,8905,135.7,,137.7,,13.10.2021,,13.10.2021,
434,1496,147.9,,149.9,,13.10.2021,,13.10.2021,
435,18410,134.0,146.9,136.9,,16.10.2021,17.10.2021,16.10.2021,
436,1028,,,141.9,,,,14.10.2021,
437,1534,146.9,161.9,148.9,,13.10.2021,13.10.2021,13.10.2021,
438,15846,133.6,,137.7,,13.10.2021,,17.10.2021,
439,996,,139.8,145.9,159.9,,14.10.2021,15.10.2021,15.10.2021
440,1520,141.9,155.9,141.9,152.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
441,1494,137.9,,139.9,,16.10.2021,,16.10.2021,
442,1031,139.9,,145.9,165.9,13.10.2021,,14.10.2021,13.10.2021
443,1032,139.9,153.9,144.9,157.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
444,1491,140.9,,145.9,,13.10.2021,,13.10.2021,
445,1516,141.9,,143.9,,14.10.2021,,14.10.2021,
446,1049,136.9,143.9,139.9,,16.10.2021,16.10.2021,16.10.2021,
447,1854,,139.9,143.9,,,14.10.2021,14.10.2021,
448,1040,137.9,,141.9,,13.10.2021,,13.10.2021,
449,1492,142.9,156.9,144.9,158.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
450,136,,,145.9,,,,13.10.2021,
451,1536,136.7,,135.7,,16.10.2021,,13.10.2021,
452,1538,139.9,,143.9,,12.10.2021,,13.10.2021,
453,1860,139.9,139.9,144.9,,13.10.2021,14.10.2021,14.10.2021,
454,1537,134.9,140.9,135.9,,13.10.2021,08.10.2021,13.10.2021,
455,1512,139.9,,144.9,,13.10.2021,,13.10.2021,
456,1499,,,,,,,,
457,25251,136.9,143.9,137.9,,13.10.2021,13.10.2021,13.10.2021,
458,135,,,145.9,,,,14.10.2021,
459,1544,147.9,,,,13.10.2021,,,
460,17542,138.9,,140.9,,13.10.2021,,13.10.2021,
461,999,144.0,153.9,141.9,,18.10.2021,12.10.2021,13.10.2021,
462,1000,141.9,,145.9,,13.10.2021,,13.10.2021,
463,1003,,141.9,146.9,,,13.10.2021,14.10.2021,
464,1553,,,,,,,,
465,1552,139.9,,141.9,,13.10.2021,,13.10.2021,
466,1551,139.9,,141.9,154.9,13.10.2021,,13.10.2021,13.10.2021
467,1564,141.9,,142.9,153.9,13.10.2021,,13.10.2021,13.10.2021
468,1547,136.9,143.9,137.9,,18.10.2021,18.10.2021,18.10.2021,
469,1563,136.7,,140.7,,18.10.2021,,18.10.2021,
470,1548,,,,,,,,
471,1554,147.9,,149.9,,13.10.2021,,13.10.2021,
472,314,140.0,,,,13.10.2021,,,
473,1555,143.9,,147.9,,13.10.2021,,14.10.2021,
474,312,,,145.9,,,,13.10.2021,
475,1570,142.9,,147.9,,13.10.2021,,14.10.2021,
476,1569,,,148.9,163.9,,,13.10.2021,13.10.2021
477,1560,136.9,143.9,138.9,,13.10.2021,13.10.2021,13.10.2021,
478,316,137.9,,141.9,,13.10.2021,,13.10.2021,
479,311,,,149.9,,,,13.10.2021,
480,10672,142.9,143.9,,165.9,13.10.2021,14.10.2021,,13.10.2021
481,3055,155.9,,164.9,174.9,13.10.2021,,14.10.2021,13.10.2021
482,9163,137.9,144.9,140.9,,16.10.2021,16.10.2021,16.10.2021,
483,26217,133.7,139.9,133.7,135.7,15.10.2021,11.10.2021,11.10.2021,15.10.2021
484,1576,139.9,,,,13.10.2021,,,
485,1578,142.9,,,,13.10.2021,,,
486,1575,,,149.9,,,,13.10.2021,
487,9164,136.9,143.9,138.9,,13.10.2021,13.10.2021,13.10.2021,
488,1580,147.9,,149.9,,13.10.2021,,13.10.2021,
489,1579,144.9,156.9,147.9,161.9,16.10.2021,16.10.2021,16.10.2021,16.10.2021
490,265,142.9,,146.9,158.9,13.10.2021,,14.10.2021,12.10.2021
491,3054,136.9,149.9,141.9,,13.10.2021,13.10.2021,13.10.2021,
492,1572,136.9,,138.9,,17.10.2021,,17.10.2021,
493,473,142.9,141.9,146.9,,15.10.2021,13.10.2021,15.10.2021,
494,272,142.9,,145.9,,13.10.2021,,13.10.2021,
495,269,140.9,,144.9,,13.10.2021,,13.10.2021,
496,274,,,,,,,,
497,606,138.9,,142.9,,17.10.2021,,17.10.2021,
498,1644,136.9,,136.9,,13.10.2021,,13.10.2021,
499,1643,137.9,,,,13.10.2021,,,
500,1662,138.9,,142.9,,13.10.2021,,14.10.2021,
501,1658,139.9,139.9,144.9,,14.10.2021,14.10.2021,17.10.2021,
502,1809,139.9,,139.9,,15.10.2021,,15.10.2021,
503,1808,144.9,,145.9,,14.10.2021,,13.10.2021,
504,1640,,,141.9,,,,13.10.2021,
505,1655,,,143.9,,,,13.10.2021,
506,1650,141.9,159.9,145.9,,16.10.2021,16.10.2021,16.10.2021,
507,633,,137.9,142.9,,,14.10.2021,14.10.2021,
508,584,135.9,,138.9,,17.10.2021,,17.10.2021,
509,630,137.9,137.9,142.9,,13.10.2021,14.10.2021,13.10.2021,
510,1881,139.9,,143.9,154.9,15.10.2021,,15.10.2021,13.10.2021
511,1639,137.9,,142.9,,13.10.2021,,13.10.2021,
512,17600,136.9,149.9,138.9,150.9,12.10.2021,09.10.2021,13.10.2021,12.10.2021
513,1638,137.9,,143.9,,13.10.2021,,14.10.2021,
514,1798,139.9,,141.9,,14.10.2021,,14.10.2021,
515,1804,139.9,,142.9,,13.10.2021,,13.10.2021,
516,585,134.9,148.9,136.9,151.9,16.10.2021,16.10.2021,16.10.2021,17.10.2021
517,1884,143.9,,146.9,158.9,15.10.2021,,15.10.2021,13.10.2021
518,1799,139.9,144.9,141.9,,18.10.2021,18.10.2021,18.10.2021,
519,1666,142.9,,144.9,,13.10.2021,,13.10.2021,
520,1353,135.8,,140.8,,13.10.2021,,13.10.2021,
521,4697,,,,,,,,
522,111,137.9,,143.9,,13.10.2021,,13.10.2021,
523,1681,142.9,142.9,146.9,,14.10.2021,14.10.2021,14.10.2021,
524,1340,147.9,,148.9,,13.10.2021,,13.10.2021,
525,1683,143.9,,145.9,,13.10.2021,,13.10.2021,
526,1682,143.9,157.9,146.9,158.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
527,106,136.9,,141.9,152.9,13.10.2021,,13.10.2021,13.10.2021
528,1674,,,141.9,,,,14.10.2021,
529,116,141.9,153.9,146.9,158.9,18.10.2021,13.10.2021,18.10.2021,13.10.2021
530,115,141.9,,145.9,,18.10.2021,,18.10.2021,
531,108,135.7,,137.7,,13.10.2021,,13.10.2021,
532,288,144.9,,147.9,,13.10.2021,,14.10.2021,
533,1341,141.9,,,,13.10.2021,,,
534,287,146.9,,148.9,160.9,13.10.2021,,13.10.2021,13.10.2021
535,1686,146.9,,148.9,160.9,13.10.2021,,13.10.2021,13.10.2021
536,1687,143.9,157.9,145.9,157.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
537,110,139.9,,144.9,165.9,13.10.2021,,13.10.2021,13.10.2021
538,101,141.9,,144.9,156.9,15.10.2021,,15.10.2021,13.10.2021
539,26054,135.7,,138.7,,14.10.2021,,14.10.2021,
540,104,139.9,,143.9,,16.10.2021,,16.10.2021,
541,1728,138.9,,141.9,,13.10.2021,,13.10.2021,
542,120,145.9,,148.9,160.9,16.10.2021,,16.10.2021,13.10.2021
543,122,145.9,157.9,149.9,,18.10.2021,13.10.2021,16.10.2021,
544,100,,,,,,,,
545,26018,136.7,,139.7,,18.10.2021,,18.10.2021,
546,1688,159.9,,164.9,,13.10.2021,,13.10.2021,
547,121,145.9,,149.9,,18.10.2021,,16.10.2021,
548,1345,142.9,,145.9,165.9,18.10.2021,,18.10.2021,13.10.2021
549,99,146.9,,147.9,,14.10.2021,,14.10.2021,
550,1727,,,143.9,,,,14.10.2021,
551,1751,139.9,153.9,,,13.10.2021,13.10.2021,,
552,1752,138.9,150.0,136.9,,16.10.2021,13.10.2021,14.10.2021,
553,1350,141.9,,142.9,156.9,14.10.2021,,14.10.2021,13.10.2021
554,1794,142.9,156.9,145.9,159.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
555,1349,138.9,,139.9,,16.10.2021,,16.10.2021,
556,26084,139.7,146.7,141.7,,16.10.2021,16.10.2021,16.10.2021,
557,1815,135.7,,139.7,,18.10.2021,,18.10.2021,
558,1689,139.9,137.9,143.9,165.9,16.10.2021,14.10.2021,16.10.2021,13.10.2021
559,1735,134.9,139.9,135.9,,18.10.2021,16.10.2021,16.10.2021,
560,1690,139.9,,143.9,,16.10.2021,,16.10.2021,
561,1696,,,,,,,,
562,1753,135.9,149.9,136.9,,13.10.2021,13.10.2021,13.10.2021,
563,1697,144.9,,153.9,165.9,13.10.2021,,13.10.2021,13.10.2021
564,1813,135.9,142.9,138.9,,13.10.2021,13.10.2021,13.10.2021,
565,1691,139.9,,143.9,,16.10.2021,,16.10.2021,
566,1744,139.9,,,,12.10.2021,,,
567,1747,141.9,155.9,142.9,154.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
568,1754,141.9,,138.9,,18.10.2021,,13.10.2021,
569,614,139.9,,142.9,,13.10.2021,,14.10.2021,
570,706,142.9,142.9,147.9,,17.10.2021,14.10.2021,17.10.2021,
571,712,141.9,,,,13.10.2021,,,
572,616,,,143.9,,,,13.10.2021,
573,1761,,,145.9,,,,14.10.2021,
574,1755,145.9,156.9,149.9,157.9,16.10.2021,13.10.2021,16.10.2021,13.10.2021
575,1739,,,146.9,,,,13.10.2021,
576,561,,,141.9,,,,14.10.2021,
577,711,,,146.9,160.9,,,13.10.2021,13.10.2021
578,1756,137.8,,140.8,,13.10.2021,,13.10.2021,
579,559,138.9,,139.9,,13.10.2021,,13.10.2021,
580,1470,,,147.9,,,,14.10.2021,
581,1476,,,145.9,,,,13.10.2021,
582,489,147.9,,149.9,,13.10.2021,,14.10.2021,
583,560,141.9,,142.9,165.9,17.10.2021,,13.10.2021,13.10.2021
584,1793,139.9,,142.9,,13.10.2021,,13.10.2021,
585,1764,139.9,141.9,145.9,,12.10.2021,13.10.2021,14.10.2021,
586,498,141.9,,,,18.10.2021,,,
587,1482,142.9,142.9,146.9,,13.10.2021,14.10.2021,14.10.2021,
588,482,141.9,,147.9,,13.10.2021,,13.10.2021,
589,481,136.7,,141.7,,18.10.2021,,18.10.2021,
590,8372,,,,,,,,
591,483,142.9,,145.9,165.9,13.10.2021,,13.10.2021,13.10.2021
592,499,,,140.8,,,,13.10.2021,
593,1481,136.9,,139.9,,13.10.2021,,13.10.2021,
594,488,139.9,,146.9,,12.10.2021,,12.10.2021,
595,1475,,,,,,,,
596,486,,,146.9,,,,13.10.2021,
597,1440,141.9,,143.9,,13.10.2021,,13.10.2021,
598,502,139.9,,,165.9,13.10.2021,,,13.10.2021
599,505,,,144.9,,,,13.10.2021,
600,503,,,,,,,,
601,17903,140.9,,138.9,,18.10.2021,,13.10.2021,
602,1468,,154.9,144.9,,,13.10.2021,13.10.2021,
603,1438,,141.9,,,,14.10.2021,,
604,479,,,145.9,,,,13.10.2021,
605,444,141.9,,,,13.10.2021,,,
606,1787,137.9,,143.9,,13.10.2021,,13.10.2021,
607,1469,142.9,,146.9,,13.10.2021,,14.10.2021,
608,1443,141.9,,143.9,,13.10.2021,,13.10.2021,
609,1195,139.9,,139.9,153.9,17.10.2021,,14.10.2021,13.10.2021
610,1196,139.9,,143.9,155.9,18.10.2021,,13.10.2021,12.10.2021
611,1786,139.9,,144.9,,13.10.2021,,14.10.2021,
612,447,144.9,,,,12.10.2021,,,
613,1773,,,140.8,,,,13.10.2021,
614,1190,,,145.9,,,,14.10.2021,
615,1774,139.9,,143.9,,13.10.2021,,14.10.2021,
616,442,,,,,,,,
617,13195,141.9,,139.9,,17.10.2021,,13.10.2021,
618,1636,138.9,145.9,140.9,,16.10.2021,16.10.2021,16.10.2021,
619,1790,137.9,,142.9,,13.10.2021,,13.10.2021,
620,1634,,,147.9,,,,13.10.2021,
621,1785,,,,,,,,
622,281,,,143.9,,,,13.10.2021,
623,282,139.9,,143.9,,13.10.2021,,13.10.2021,
624,1633,,,144.9,,,,13.10.2021,
625,450,,,,,,,,
626,1632,142.9,,145.9,,13.10.2021,,14.10.2021,
627,434,136.9,,142.9,,18.10.2021,,18.10.2021,
628,445,139.0,,137.9,,13.10.2021,,13.10.2021,
629,278,139.9,,144.9,,13.10.2021,,13.10.2021,
630,1631,,158.9,,,,12.10.2021,,
631,285,142.9,,144.9,,13.10.2021,,13.10.2021,
632,279,142.0,,145.9,,15.10.2021,,15.10.2021,
633,1850,138.9,,140.9,,13.10.2021,,13.10.2021,
634,435,,139.9,,,,13.10.2021,,
635,1622,,,,,,,,
636,1505,137.9,139.9,,,13.10.2021,14.10.2021,,
637,1197,142.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
638,437,139.9,,141.9,,13.10.2021,,14.10.2021,
639,1600,,,144.9,165.9,,,14.10.2021,13.10.2021
640,1624,143.9,,146.9,,17.10.2021,,17.10.2021,
641,1500,138.9,,140.9,,13.10.2021,,13.10.2021,
642,1598,,,143.9,,,,13.10.2021,
643,1510,139.9,,143.9,,13.10.2021,,13.10.2021,
644,25188,136.7,,138.7,,16.10.2021,,13.10.2021,
645,1607,141.9,,144.9,,13.10.2021,,13.10.2021,
646,1784,141.9,155.9,141.9,153.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
647,15786,137.9,144.9,138.9,,13.10.2021,17.10.2021,13.10.2021,
648,1605,140.9,,145.9,,13.10.2021,,13.10.2021,
649,1619,142.9,155.9,,156.9,17.10.2021,13.10.2021,,13.10.2021
650,1618,142.9,141.9,144.9,,17.10.2021,13.10.2021,14.10.2021,
651,1613,141.9,,,,13.10.2021,,,
652,1591,135.9,142.9,136.9,,17.10.2021,14.10.2021,17.10.2021,
653,1852,139.9,,,,13.10.2021,,,
654,320,139.9,,,165.9,13.10.2021,,,13.10.2021
655,1567,141.9,,143.9,,13.10.2021,,13.10.2021,
656,277,141.9,,144.9,142.9,15.10.2021,,15.10.2021,10.10.2021
657,273,139.9,,143.9,,13.10.2021,,13.10.2021,
658,1620,140.9,151.9,145.9,152.9,16.10.2021,16.10.2021,16.10.2021,16.10.2021
659,467,141.9,155.9,143.9,,13.10.2021,13.10.2021,15.10.2021,
660,1609,138.9,,146.9,,13.10.2021,,13.10.2021,
661,468,142.9,156.9,144.9,,15.10.2021,13.10.2021,15.10.2021,
662,25037,133.9,140.9,134.9,,15.10.2021,15.10.2021,15.10.2021,
663,471,137.9,,141.9,,13.10.2021,,13.10.2021,
664,1621,,,143.9,,,,14.10.2021,
665,1511,138.9,,141.9,154.9,14.10.2021,,14.10.2021,13.10.2021
666,477,,,145.9,,,,13.10.2021,
667,1595,141.9,,144.9,,13.10.2021,,14.10.2021,
668,17911,133.9,140.9,134.9,,15.10.2021,13.10.2021,15.10.2021,
669,1584,142.9,,146.9,,16.10.2021,,16.10.2021,
670,1593,142.9,,145.9,165.9,13.10.2021,,14.10.2021,13.10.2021
671,25193,143.9,,148.9,,16.10.2021,,16.10.2021,
672,938,142.9,,144.9,158.9,13.10.2021,,13.10.2021,13.10.2021
673,936,140.9,,143.9,,13.10.2021,,13.10.2021,
674,939,142.9,,143.9,,13.10.2021,,13.10.2021,
675,935,,,,,,,,
676,2192,141.9,,147.9,165.9,13.10.2021,,14.10.2021,13.10.2021
677,17553,141.9,,147.9,,13.10.2021,,13.10.2021,
678,18318,,,,,,,,
679,1680,143.9,155.9,147.9,159.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
680,1669,138.9,,141.9,153.9,16.10.2021,,15.10.2021,13.10.2021
681,12515,134.9,140.9,136.9,,15.10.2021,14.10.2021,15.10.2021,
682,1671,135.7,,136.7,,15.10.2021,,15.10.2021,
683,1678,142.9,,143.9,,13.10.2021,,13.10.2021,
684,1676,142.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
685,3348,139.9,,,,13.10.2021,,,
686,3436,142.9,156.9,143.9,156.9,17.10.2021,13.10.2021,17.10.2021,13.10.2021
687,8143,147.9,,147.9,162.9,15.10.2021,,15.10.2021,13.10.2021
688,7297,144.9,,147.9,,13.10.2021,,13.10.2021,
689,4771,142.9,,144.9,156.9,13.10.2021,,14.10.2021,13.10.2021
690,1811,,,143.9,,,,14.10.2021,
691,8959,136.9,143.9,138.9,,16.10.2021,16.10.2021,16.10.2021,
692,3920,139.9,,144.9,,16.10.2021,,13.10.2021,
693,8738,138.9,,139.9,,14.10.2021,,13.10.2021,
694,17999,,,,,,,,
695,5191,139.9,,143.9,155.9,13.10.2021,,14.10.2021,13.10.2021
696,3915,,,,,,,,
697,8958,135.9,142.9,140.9,,13.10.2021,12.10.2021,15.10.2021,
698,1932,144.9,,148.9,,13.10.2021,,13.10.2021,
699,6848,,,144.9,,,,13.10.2021,
700,4677,141.9,159.9,144.9,165.9,14.10.2021,14.10.2021,14.10.2021,14.10.2021
701,7682,136.9,155.9,142.9,,17.10.2021,17.10.2021,17.10.2021,
702,5872,139.9,,143.9,,18.10.2021,,13.10.2021,
703,12608,140.9,147.9,143.9,,16.10.2021,17.10.2021,16.10.2021,
704,4698,141.9,,144.9,157.9,13.10.2021,,13.10.2021,13.10.2021
705,8739,136.9,144.9,139.9,,13.10.2021,14.10.2021,13.10.2021,
706,656,141.9,,142.9,,13.10.2021,,13.10.2021,
707,6996,,,147.9,,,,13.10.2021,
708,6849,,,145.9,165.9,,,13.10.2021,13.10.2021
709,7298,142.9,,,162.9,14.10.2021,,,13.10.2021
710,7679,,,148.9,,,,13.10.2021,
711,11661,143.9,,144.9,156.9,13.10.2021,,13.10.2021,13.10.2021
712,3435,138.9,145.9,141.9,,17.10.2021,17.10.2021,17.10.2021,
713,5357,145.9,,147.9,160.9,13.10.2021,,13.10.2021,13.10.2021
714,3437,142.9,,143.9,,13.10.2021,,13.10.2021,
715,1817,141.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
716,5079,151.9,165.9,155.9,167.9,18.10.2021,13.10.2021,18.10.2021,13.10.2021
717,1816,139.9,153.9,142.9,154.9,13.10.2021,12.10.2021,14.10.2021,13.10.2021
718,3439,144.9,,148.9,155.9,17.10.2021,,17.10.2021,15.10.2021
719,6633,136.9,,142.9,,13.10.2021,,13.10.2021,
720,25080,141.9,145.9,141.9,,18.10.2021,13.10.2021,13.10.2021,
721,921,142.9,156.9,145.9,157.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
722,918,,,143.9,,,,13.10.2021,
723,25563,136.7,,139.7,,13.10.2021,,13.10.2021,
724,7300,144.9,,,,13.10.2021,,,
725,8741,139.9,143.9,138.9,,17.10.2021,13.10.2021,13.10.2021,
726,556,139.9,,142.9,,13.10.2021,,13.10.2021,
727,557,141.9,,143.9,,13.10.2021,,14.10.2021,
728,1768,142.9,153.9,144.9,,13.10.2021,16.10.2021,13.10.2021,
729,991,,,,,,,,
730,1770,,,,,,,,
731,1771,,,145.9,,,,14.10.2021,
732,8592,142.9,,145.9,,13.10.2021,,13.10.2021,
733,989,141.9,,143.9,,13.10.2021,,13.10.2021,
734,917,,153.9,143.9,,,09.10.2021,13.10.2021,
735,916,,,142.9,,,,14.10.2021,
736,995,,,143.9,,,,14.10.2021,
737,993,143.9,,147.9,,12.10.2021,,13.10.2021,
738,992,137.0,,138.9,,13.10.2021,,13.10.2021,
739,915,139.9,,139.9,151.9,16.10.2021,,16.10.2021,14.10.2021
740,1777,139.9,,143.9,157.9,13.10.2021,,13.10.2021,13.10.2021
741,1781,138.9,,143.9,155.9,13.10.2021,,14.10.2021,14.10.2021
742,1780,135.9,,134.9,,13.10.2021,,13.10.2021,
743,912,137.9,,139.9,,13.10.2021,,13.10.2021,
744,1776,135.9,136.9,133.9,,16.10.2021,16.10.2021,16.10.2021,
745,988,,,,,,,,
746,1775,140.9,,141.9,,18.10.2021,,18.10.2021,
747,25209,135.9,,135.9,,13.10.2021,,13.10.2021,
748,987,141.9,,143.9,,13.10.2021,,13.10.2021,
749,5080,,139.9,141.9,,,13.10.2021,14.10.2021,
750,25517,139.9,,141.9,,18.10.2021,,18.10.2021,
751,1199,,,151.9,,,,13.10.2021,
752,931,,,140.8,,,,13.10.2021,
753,25036,135.9,,138.9,,13.10.2021,,13.10.2021,
754,1625,141.9,154.9,143.9,156.9,13.10.2021,13.10.2021,13.10.2021,13.10.2021
755,13479,,,,,,,,
756,8247,141.9,,143.9,156.9,14.10.2021,,14.10.2021,13.10.2021
757,933,,,142.9,,,,14.10.2021,
758,4966,140.9,,,,17.10.2021,,,
759,8616,142.9,,146.9,,13.10.2021,,13.10.2021,
760,9847,144.9,,149.9,,13.10.2021,,13.10.2021,
761,13477,137.7,,140.8,,17.10.2021,,13.10.2021,
762,7605,136.8,139.8,139.8,,13.10.2021,11.10.2021,13.10.2021,
763,18316,139.9,,143.9,,18.10.2021,,18.10.2021,
764,3643,141.9,155.9,142.9,,16.10.2021,13.10.2021,13.10.2021,
765,4965,139.9,153.9,142.9,154.9,13.10.2021,13.10.2021,12.10.2021,13.10.2021
766,2195,139.9,,142.9,156.9,13.10.2021,,14.10.2021,12.10.2021
767,8836,138.9,143.9,140.9,,15.10.2021,12.10.2021,15.10.2021,
768,6918,139.9,,144.9,,13.10.2021,,14.10.2021,
769,8840,136.9,143.9,140.9,,17.10.2021,13.10.2021,16.10.2021,
770,6919,139.9,,144.9,,13.10.2021,,15.10.2021,
771,8841,138.9,,140.9,,15.10.2021,,15.10.2021,
772,12456,138.9,,143.9,,13.10.2021,,13.10.2021,
773,6158,,139.9,145.9,,,14.10.2021,14.10.2021,
774,8248,136.8,,140.8,,11.10.2021,,13.10.2021,
775,25425,,,,,,,,
776,6155,142.9,156.9,145.9,157.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
777,2191,140.9,154.9,143.9,154.9,13.10.2021,13.10.2021,14.10.2021,13.10.2021
