,name,station_id,station_location,lat,lng
392,SHELL GROSVENOR ROAD (RSS EMBANKMENT),1158,"GROSVENOR ROAD, SW1V 3JY",51.48525369999999,-0.1363485
393,SHELL KILBURN HIGH ROAD (SHELL KILBURN),1693,"KILBURN HIGH ROAD, NW6 7QE",51.54650170000001,-0.2039567
394,BP CLAPHAM COMMON NORTH SIDE (MFG CLAPHAM COMMON),1150,"CLAPHAM COMMON NORTH SIDE, SW4 9SH",51.4614673,-0.1573931
395,TEXACO WANDSWORTH ROAD (CO-OP CLAPHAM),1146,"WANDSWORTH ROAD, SW8 3LT",51.4689248,-0.1428406
396,BP FINCHLEY ROAD (HAMPSTEAD SERVICE STATION),494,"FINCHLEY ROAD, NW3 5EY",51.54571749999999,-0.1776905
397,SHELL WILLESDEN LANE (SHELL WILLESDEN),1692,"WILLESDEN LANE, NW2 5HS",51.5471263,-0.2223913
398,TEXACO ALBERT EMBANKMENT (EMBANKMENT SERVICE STATION),8020,"ALBERT EMBANKMENT, SE1 7TL",51.4891228,-0.122769
399,MORRISONS CAMDEN,714,"CHALK FARM ROAD, NW1 8AA",51.542959,-0.1495846
400,SHELL SOUTHWARK BRIDGE ROAD (SHELL SOUTHWARK BRIDGE),1135,"SOUTHWARK BRIDGE ROAD, SE1 0AX",51.5033785,-0.09551899999999999
401,ESSO NEW KENT ROAD (MFG NEWINGTON SPAR),1139,"NEW KENT ROAD, SE1 4AG",51.49439779999999,-0.0907538
402,TEXACO KENNINGTON ROAD (KENNINGTON SERVICE STATION),1140,"KENNINGTON ROAD, SE11 6PR",51.490827,-0.111332
403,APPLEGREEN KENNINGTON LANE (APPLEGREEN KENNINGTON),1141,"KENNINGTON LANE, SE11 5RD",51.4869995,-0.1158962
404,TESCO SOUTHWARK,25,"DUNTON ROAD, SE1 5HG",51.4899806,-0.0760938
405,APPLEGREEN CAMBERWELL ROAD (APPLEGREEN CAMBERWELL),41,"CAMBERWELL ROAD, SE5 0EG",51.4810917,-0.094691
406,TEXACO THE HIGHWAY (ST KATHERINES SERVICE STATION),1521,"THE HIGHWAY, E1W 2BN",51.5094444,-0.0636111
407,ASDA OLD KENT ROAD AUTOMAT,26,"OLD KENT ROAD, SE1 5AG",51.4844027,-0.0697671
408,BP THE HIGHWAY (TOWER CONNECT),1465,"THE HIGHWAY, E1W 2BU",51.5091556,-0.0609612
409,SHELL SOUTHWARK PARK ROAD (SHELL SOUTHWARK PARK),1131,"SOUTHWARK PARK ROAD, SE16 2JN",51.4925745,-0.0597625
410,SHELL OLD STREET (SHELL OLD STREET),12529,"OLD STREET, EC1V 9BP",51.52531630000001,-0.08897519999999999
411,SHELL WHITECHAPEL ROAD (SHELL WHITECHAPEL),1489,"WHITECHAPEL ROAD, E1 1DT",51.5180181,-0.06536929999999999
412,TEXACO CITY ROAD (CITY ROAD SERVICE STATION),1871,"CITY ROAD, EC1V 1JQ",51.5293198,-0.0947239
413,TESCO SURREY QUAYS EXTRA,1043,"REDRIFF ROAD, SE16 7LL",51.494544,-0.04603860000000001
414,ASDA BETHNAL GREEN VALLANCE ROAD PFS,1460,"VALLANCE ROAD, E1 5BW",51.52225920000001,-0.0640418
415,BP OLD KENT ROAD (MFG HOPFIELDS),29,"OLD KENT ROAD, SE15 1NZ",51.48066619999999,-0.05916979999999999
416,ESSO BRIXTON ROAD (STOCKWELL EXPRESS),57,"BRIXTON ROAD, SW9 7AA",51.4685707,-0.1128716
417,MORRISONS PECKHAM,17622,"HANOVER PARK, SE15 5HS",51.472642,-0.066969
418,JET HINTON ROAD (HERNE HILL SERVICE STATION),64,"HINTON ROAD, SE24 0HJ",51.4641615,-0.1013717
419,SHELL NEW CROSS ROAD (SOUTHWARK SERVICE STATION),31,"NEW CROSS ROAD, SE14 5BE",51.4780884,-0.0533586
420,TEXACO CALEDONIAN ROAD (CO-OP CALEDONIAN),593,"CALEDONIAN ROAD, N1 0SL",51.5379061,-0.1169423
421,BP CAMBRIDGE HEATH ROAD (MUSEUM SERVICE STATION),1457,"CAMBRIDGE HEATH ROAD, E2 9LH",51.5290719,-0.05608089999999999
422,SHELL UPPER STREET (SHELL UPPER STREET),603,"UPPER STREET, N1 2TZ",51.5407105,-0.1023826
423,SHELL EVELYN STREET (SHELL DEPTFORD),1045,"EVELYN STREET, SE8 5RJ",51.485713,-0.034595
424,BP GROVE VALE (GROVE VALE FILLING STATION),43,"GROVE VALE, SE22 8EN",51.461333,-0.0757108
425,ESSO EAST DULWICH ROAD (MFG DULWICH),46,"EAST DULWICH ROAD, SE22 9BD",51.4619295,-0.06887309999999999
426,SAINSBURYS NEW CROSS GATE,12527,"NEW CROSS ROAD, SE14 5UL",51.4752192,-0.041089
427,TEXACO MARE STREET (MARE STREET SERVICE STATION),1453,"MARE STREET, E8 3SG",51.538542,-0.05658100000000001
428,TEXACO GROVE ROAD (GROVE ROAD FILLING STATION),1467,"GROVE ROAD, E3 4PE",51.5271907,-0.0368961
429,SHELL YORK WAY (SHELL CAMDEN TOWN),459,"YORK WAY, N7 9QE",51.5463912,-0.1269763
430,ESSO CAMDEN ROAD (CAMDEN EXPRESS),457,"CAMDEN ROAD, NW1 9HG",51.5454374,-0.1333988
431,SHELL HOLLOWAY ROAD (SHELL HOLLOWAY),1188,"HOLLOWAY ROAD, N7 8JE",51.550253,-0.1086741
432,TEXACO CREEK ROAD (PARK DEPTFORD SERVICE STATION),1046,"CREEK ROAD, SE8 3BU",51.4815152,-0.018508
433,ASDA DOCKLANDS AUTOMAT,8905,"EAST FERRY ROAD, E14 3BT",51.4948777,-0.013584
434,TEXACO COTTON STREET (COTTON STREET SERVICE STATION),1496,"COTTON STREET, E14 0EL",51.5106133,-0.0107673
435,SAINSBURYS CHARLTON RIVERSIDE,18410,"BUGSBYS WAY, SE10 0QJ",51.4879397,0.0165813
436,BP TRAFALGAR ROAD (TRAFALGAR SF CONNECT),1028,"TRAFALGAR ROAD, SE10 9TS",51.4836696,-0.0006879999999999999
437,SHELL NORTH WOOLWICH ROAD (PARK SILVERTOWN),1534,"NORTH WOOLWICH ROAD, E16 2BB",51.5025807,0.0258894
438,ASDA CHARLTON,15846,"BUGSBYS WAY, SE7 7SR",51.4891847,0.0226714
439,BP WOOLWICH ROAD (MFG HEXAGON),996,"WOOLWICH ROAD, SE7 7AL",51.4872837,0.0277081
440,BP NEWHAM WAY (NEWHAM WAY CONNECT),1520,"NEWHAM WAY, E16 1QX",51.51702,0.02339
441,TESCO BROMLEY BY BOW,1494,"BLACKWALL TUNNEL NORTHERN APPROACH, E3 3DA",51.5266315,-0.0097847
442,ESSO SHOOTERS HILL ROAD (MFG BLACKHEATH),1031,"SHOOTERS HILL ROAD, SE3 7HS",51.4740486,0.0169863
443,SHELL SHOOTERS HILL ROAD (SHELL SHOOTERS HILL),1032,"SHOOTERS HILL ROAD, SE3 8UQ",51.4755422,0.0280034
444,TEXACO BOW ROAD (CO-OP BOW ROAD),1491,"BOW ROAD, E3 2AN",51.5279715,-0.0221082
445,ESSO BARKING ROAD (MFG WHITEFIELDS),1516,"BARKING ROAD, E13 9JY",51.5272331,0.0317711
446,TESCO LEWISHAM,1049,"LEWISHAM ROAD, SE13 7PY",51.4663797,-0.012308
447,BP KIDBROOKE PARK ROAD (RSS BLACKHEATH),1854,"KIDBROOKE PARK ROAD, SE3 0DZ",51.46938,0.02463
448,ESSO LOAMPIT HILL (LOAMPIT VALE EXPRESS),1040,"LOAMPIT HILL, SE13 7TG",51.4650612,-0.0181302
449,SHELL WICK LANE (SHELL OLD FORD),1492,"WICK LANE, E3 2TB",51.53457969999999,-0.021605
450,UNBRANDED ARTILLERY PLACE (W J KING GARAGES WOOLWICH),136,"ARTILLERY PLACE, SE18 4AB",51.4879137,0.06017249999999999
451,ASDA BECKTON AUTOMAT,1536,"FROBISHER ROAD, E6 5LX",51.514727,0.0579989
452,TEXACO HIGH STREET SOUTH (EAST HAM SERVICE STATION),1538,"HIGH STREET SOUTH, E6 3RR",51.52420069999999,0.0570665
453,ESSO BROCKLEY ROAD (MFG FOXBERRY),1860,"BROCKLEY ROAD, SE4 2SU",51.4609785,-0.0350141
454,SAINSBURYS BECKTON,1537,"CLAPS GATE LANE, E6 6JF",51.5215982,0.06922339999999999
455,GULF ROMFORD ROAD (MAYESBROOK MOTORS),1512,"ROMFORD ROAD, E7 8BS",51.5466109,0.02928699999999999
456,UNBRANDED LEYTONSTONE ROAD (STATE OIL LEYTONSTONE SERVICE STATION),1499,"LEYTONSTONE ROAD, E15 1LN",51.5509152,0.0053925
457,TESCO GALLIONS REACH EXTRA,25251,"ARMADA WAY, E6 7FB",51.5175272,0.0755511
458,ESSO PLUMSTEAD COMMON ROAD (MFG PLUMSTEAD COMMON),135,"PLUMSTEAD COMMON ROAD, SE18 2UL",51.480858,0.0794034
459,SHELL HIGH STREET NORTH (PARK HIGH STREET NORTH SERVICE STATION),1544,"HIGH STREET NORTH, E12 6TL",51.5461385,0.0486444
460,MORRISONS THAMESMEAD,17542,"JOYCE DAWSON WAY, SE28 8RA",51.506424,0.104741
461,TEXACO PLUMSTEAD HIGH STREET (LAKEDALE SERVICE STATION),999,"PLUMSTEAD HIGH STREET, SE18 1JH",51.4866988,0.09512649999999999
462,JET BOSTALL HILL (THAMESMEAD GARAGE),1000,"BOSTALL HILL, SE2 0RB",51.48522579999999,0.1047204
463,BP HARROW MANOR WAY (MFG THAMESMEAD),1003,"HARROW MANOR WAY, SE2 9SA",51.4929289,0.1215201
464,BP BARKING (RSS RIPPLE),1553,"ALFREDS WAY, IG11 0AT",51.52926,0.08603999999999999
465,SHELL RIPPLE ROAD (SHELL RIPPLE ROAD),1552,"RIPPLE ROAD, IG11 9PG",51.5329765,0.107323
466,ESSO BARKING (BARKING EXPRESS),1551,"RIPPLE ROAD, IG11 9PG",51.53332899999999,0.105893
467,TEXACO BARKING (BARKING SERVICE STATION),1564,"RIPPLE ROAD, IG11 0TT",51.5313265,0.1238995
468,TESCO BARKING,1547,"HIGHBRIDGE ROAD, IG11 7BS",51.536351,0.070907
469,ASDA DAGENHAM,1563,"MERRIELANDS CRESCENT, RM9 6SJ",51.5301114,0.1427795
470,SHELL LONDON ROAD (SHELL BARKING),1548,"LONDON ROAD, IG11 8BU",51.537647,0.071508
471,SHELL NEW ROAD (PARK FORD SERVICE STATION),1554,"NEW ROAD, RM10 9NE",-25.9793205,28.1208746
472,ESSO ILFORD LANE (MFG LOXFORD),314,"ILFORD LANE, IG1 2PG",51.5445673,0.0779711
473,ESSO RAINHAM (MFG BEAM),1555,"NEW ROAD, RM13 8DP",51.52612999999999,0.167225
474,SHELL ILFORD LANE (ILFORD LANE SERVICE STATION),312,"ILFORD LANE, IG1 2LW",51.5512263,0.0741047
475,ESSO DAGENHAM (MFG RAINHAM ROAD),1570,"RAINHAM ROAD SOUTH, RM10 8YT",51.5391875,0.1659319
476,SHELL RAINHAM ROAD SOUTH (PARK CORONET SERVICE STATION),1569,"RAINHAM ROAD SOUTH, RM10 8UX",51.54077969999999,0.1651417
477,TESCO RAINHAM ESSEX EXTRA,1560,"BRIDGE ROAD, RM13 9YZ",51.5200061,0.1907802
478,ESSO GREEN LANE (ILFORD EXPRESS),316,"GREEN LANE, IG1 1XR",51.5600533,0.09348909999999999
479,SHELL ROMFORD ROAD (PARK MANOR SERVICE STATION),311,"ROMFORD ROAD, E12 5JT",51.5541484,0.0568577
480,ESSO PURFLEET ROAD (MFG AVELEY SPAR),10672,"PURFLEET ROAD, RM15 4DJ",51.4994147,0.2514182
481,M25 THURROCK MFG MOTORWAY SERVICE AREA,3055,"M25 J30, RM16 3BG",51.4910965,0.2714377
482,TESCO LAKESIDE EXTRA,9163,"CYGNET VIEW, RM20 1TX",51.4874769,0.2741193
483,COSTCO WEST THURROCK (COSTCO THURROCK AUTOMAT),26217,"WEST THURROCK WAY, RM20 3WY",51.4830492,0.2820632
484,BP DAGENHAM (RAINHAM ROAD SERVICE STATION),1576,"RAINHAM ROAD SOUTH, RM10 7UU",51.54977,0.16249
485,ESSO HORNCHURCH (MFG HORNCHURCH),1578,"UPPER RAINHAM ROAD, RM12 4BZ",51.5569606,0.1885735
486,TEXACO OXLOW LANE (PARK OXLOW LANE SERVICE STATION),1575,"OXLOW LANE, RM10 7YX",51.5508822,0.1556841
487,SAINSBURYS CHAFFORD HUNDRED,9164,"BURGHLEY ROAD, RM16 6YJ",51.4910791,0.2937569
488,SHELL CORBETS TEY ROAD (PARK TEY SERVICE STATION),1580,"CORBETS TEY ROAD, RM14 2AP",51.55274499999999,0.247111
489,SHELL ST MARYS LANE (SHELL UPMINSTER),1579,"ST MARYS LANE, RM14 3BS",51.5560134,0.2511523
490,BP HORNCHURCH ROAD (HARROW SERVICE STATION),265,"HORNCHURCH ROAD, RM11 1DP",51.5650342,0.2037489
491,ESSO NORTH ROAD (SOUTH OCKENDON EXPRESS),3054,"NORTH ROAD, RM15 6QA",51.5245097,0.2976917
492,TESCO ROMFORD EXTRA,1572,"HORNCHURCH ROAD, RM11 1PY",51.5657399,0.1918852
493,BP ROMFORD (MFG COOPERS ARMS),473,"RUSH GREEN ROAD, RM7 0QA",51.56578,0.17674
494,SHELL WOOD LANE (SHELL DAGENHAM),272,"WOOD LANE, RM10 7RP",51.560415,0.1483637
495,TEXACO HORNCHURCH (CO-OP HORNCHURCH),269,"BILLET LANE, RM11 1XA",51.5677348,0.2196665
496,TEXACO WHALEBONE LANE SOUTH (TRIPTONS SERVICE STATION),274,"WHALEBONE LANE SOUTH, RM8 1AJ",51.5635978,0.1462535
497,SHELL PINNER (SHELL PINNER),606,"PINNER GREEN, HA5 2AF",51.5978803,-0.3938609
498,ESSO JOEL STREET (NORTHWOOD EXPRESS),1644,"JOEL STREET, HA5 2PA",51.5991928,-0.4094801
499,ESSO EASTCOTE HIGH ROAD (MFG PINNER),1643,"EASTCOTE HIGH ROAD, HA5 2ET",51.5844665,-0.4077365
500,BP BURY STREET (BURY STREET SF CONNECT),1662,"BURY STREET, HA4 7TW",51.5879813,-0.4365482
501,ESSO STATION ROAD (MFG TEN PIN),1658,"STATION ROAD, HA2 6AE",51.5873004,-0.3601221
502,ESSO PRESTWICK ROAD (SOUTH OXHEY EXPRESS),1809,"PRESTWICK ROAD, WD19 6EG",51.6278312,-0.3866221
503,ESSO SANDY LANE (SANDY LODGE SERVICE STATION),1808,"SANDY LANE, HA6 2HU",51.631707,-0.415624
504,GULF RUISLIP (ICKENHAM SERVICE STATION),1640,"ICKENHAM ROAD, HA4 7DH",51.5712,-0.435057
505,SHELL PINNER ROAD (MFG HARROW),1655,"PINNER ROAD, HA1 4EU",51.5810317,-0.348048
506,ESSO HIGH STREET (MFG HIGH WEALD),1650,"HIGH STREET, HA3 5EA",51.599593,-0.337676
507,BP VICTORIA ROAD (MFG VICTORIA ROAD SPAR),633,"VICTORIA ROAD, HA4 0SA",51.5594208,-0.3974546
508,ESSO ALEXANDRA AVENUE (HARROW EXPRESS),584,"ALEXANDRA AVENUE, HA2 9DL",51.5645675,-0.3664444
509,ESSO RUISLIP (MFG EASTCOTE),630,"FIELD END ROAD, HA4 0QP",51.5604951,-0.3807731
510,BP HARROW (BESSBOROUGH SF CONNECT),1881,"BESSBOROUGH ROAD, HA1 3BS",51.5790863,-0.3418341
511,SHELL UXBRIDGE (SHELL ICKENHAM),1639,"HIGH ROAD, UB10 8LF",51.5667927,-0.4422457
512,SHELL NORTHOLT ROAD (SHELL WAITROSE SOUTH HARROW),17600,"NORTHOLT ROAD, HA2 0EG",51.5672933,-0.3504361
513,ESSO LONG LANE (MFG SWAKELEYS),1638,"LONG LANE, UB10 8TB",51.5643757,-0.4438024
514,BP WATFORD (HKS COLNE),1798,"WIGGENHALL ROAD, WD18 0FS",51.647715,-0.3943381
515,ESSO HIGH ROAD (BUSHEY HEATH EXPRESS),1804,"HIGH ROAD, WD23 1EL",51.6329803,-0.3400852
516,BP PETTS HILL (NORTHOLT PARK SF CONNECT),585,"PETTS HILL, UB5 4NP",51.55618,-0.36124
517,ESSO BELMONT CIRCLE (BELMONT SERVICE STATION),1884,"BELMONT CIRCLE, HA3 8SF",51.601146,-0.317364
518,TESCO WATFORD EXTRA,1799,"HIGH STREET, WD17 2BD",51.6517448,-0.3876114
519,SHELL WATFORD ROAD (SHELL CROXLEY GREEN),1666,"WATFORD ROAD, WD3 3ED",51.6500255,-0.43571
520,UNBRANDED GREENFORD (GREENFORD SERVICE STATION),1353,"GREENFORD ROAD, UB6 0EJ",51.5517492,-0.339496
521,UNBRANDED RICKMANSWORTH (RICKMANSWORTH SERVICE STATION),4697,"VICTORIA CLOSE, WD3 4EQ",51.6412078,-0.4739297
522,JET HARROW (KENTON PARK SERVICE STATION),111,"KENTON ROAD, HA3 9DP",51.5874233,-0.301801
523,ESSO RICKMANSWORTH (MFG RICKMANSWORTH SPAR),1681,"UXBRIDGE ROAD, WD3 7BG",51.6367872,-0.4827987
524,SHELL WATFORD ROAD (PARK HARROW SERVICE STATION),1340,"WATFORD ROAD, HA0 3HF",51.560829,-0.3194164
525,SHELL DENHAM (SHELL BUDGENS DENHAM),1683,"NORTH ORBITAL ROAD, UB9 5EY",51.5811862,-0.5003424
526,BP RICKMANSWORTH (MILL END SF CONNECT),1682,"UXBRIDGE ROAD, WD3 8DS",51.634331,-0.489086
527,ESSO STANMORE (STANMORE EXPRESS),106,"HONEYPOT LANE, HA7 1JN",51.596054,-0.294034
528,ESSO ST ALBANS ROAD (RSS WATFORD),1674,"ST ALBANS ROAD, WD24 4AE",51.6676851,-0.3977022
529,ESSO BOREHAMWOOD (ELSTREE HILL SERVICE STATION),116,"ELSTREE HILL SOUTH, WD6 3BL",51.6375107,-0.3042192
530,ESSO EDGWARE (EDGWARE EXPRESS),115,"STONEGROVE, HA8 8AF",51.62169000000001,-0.292065
531,MORRISONS QUEENSBURY,108,"CUMBERLAND ROAD, NW9 6RN",51.593319,-0.285771
532,ESSO OXFORD ROAD (MFG NEW DENHAM),288,"OXFORD ROAD, UB9 4DN",51.55441649999999,-0.4889013
533,ESSO EAST LANE (MFG WEMBLEY),1341,"EAST LANE, HA9 7PU",51.562615,-0.301297
534,ESSO OXFORD ROAD (WILLOWBANK SERVICE STATION),287,"OXFORD ROAD, UB9 4DA",51.55384,-0.489063
535,ESSO OXFORD ROAD (DENHAM SERVICE STATION),1686,"OXFORD ROAD, UB9 4DF",51.55384,-0.489063
536,BP DENHAM (FLYING RED HORSE SF CONNECT),1687,"OXFORD ROAD, UB9 4DG",51.5682652,-0.5047423
537,SHELL KENTON ROAD (MFG KENTON ROAD),110,"KENTON ROAD, HA3 9RY",51.58521200000001,-0.2846402
538,SHELL EDGWARE ROAD (SHELL PINE),101,"EDGWARE ROAD, NW9 0HS",51.596506,-0.2628590000000001
539,ASDA COLINDALE AUTOMAT,26054,"CAPITOL WAY, NW9 0EW",51.5935892,-0.2638335
540,UNBRANDED EDGWARE (DEANSBROOK GARAGE),104,"HALE LANE, HA8 9RZ",51.617162,-0.2609351
541,MURCO LONDON (WOODCHURCH SERVICE STATION),1728,"CHURCH LANE, NW9 8SL",51.5738982,-0.2618926
542,SHELL BARNET WAY (SHELL MILL HILL),120,"BARNET WAY, NW7 3ET",51.62220800000001,-0.2551483
543,BP PENTAVIA RETAIL PARK (WATFORD WAY SF CONNECT),122,"PENTAVIA RETAIL PARK, NW7 2ET",51.605526,-0.24035
544,SAINSBURYS HENDON,100,"HYDE ESTATE ROAD, NW9 6JX",51.583183,-0.2442964
545,ASDA WEMBLEY AUTOMAT,26018,"FORTY LANE, HA9 9EX",51.5647945,-0.2755593
546,M1 LONDON GATEWAY WELCOME BREAK MOTORWAY SERVICE AREA,1688,"M1 J3, NW7 3HB",52.083231,-0.7491774999999999
547,ESSO WATFORD WAY (OBSERVATORY SERVICE STATION),121,"WATFORD WAY, NW7 2PT",51.6155622,-0.2421171999999999
548,SHELL EMPIRE WAY (MFG WEMBLEY PARK),1345,"EMPIRE WAY, HA9 0RJ",51.5617212,-0.2821757
549,TEXACO THE BROADWAY (PARK WELSH HARP SERVICE STATION),99,"THE BROADWAY, NW9 7DN",51.5800485,-0.242893
550,BP BLACKBIRD HILL (BLACKBIRD HILL SF CONNECT),1727,"BLACKBIRD HILL, NW9 8SD",51.5649234,-0.2642196
551,ESSO WATFORD WAY (RSS HENDON WAY),1751,"WATFORD WAY, NW4 3AQ",51.5846566,-0.2298998
552,BP FINCHLEY LANE (FINCHLEY LANE SF CONNECT),1752,"FINCHLEY LANE, NW4 1DL",51.589346,-0.2203149
553,SHELL NORTH CIRCULAR ROAD (SHELL NEASDEN),1350,"NORTH CIRCULAR ROAD, NW10 0SH",51.557889,-0.253951
554,SHELL BARNET BYPASS (SHELL STIRLING CORNER),1794,"BARNET BYPASS, EN5 3JG",51.6432295,-0.253687
555,TESCO WEMBLEY EXTRA,1349,"GREAT CENTRAL WAY, NW10 0TL",51.5540113,-0.2552202
556,MORRISONS BOREHAMWOOD,26084,"STIRLING WAY, WD6 2BT",51.645352,-0.255404
557,ASDA ELSTREE ALLUM LANE PFS,1815,"ALLUM LANE, WD6 3LS",51.652845,-0.281593
558,ESSO EDGWARE ROAD (MFG VICTORIA),1689,"EDGWARE ROAD, NW2 6LH",51.56630029999999,-0.226535
559,TESCO BRENT CROSS HENDON WAY,1735,"TILLING ROAD, NW2 1LZ",51.5741621,-0.2146762
560,SHELL EDGWARE ROAD (HKS STAPLES CORNER),1690,"EDGWARE ROAD, NW2 6LD",51.565697,-0.225631
561,TEXACO NEASDEN LANE (NEASDEN LANE SERVICE STATION),1696,"NEASDEN LANE, NW10 2UE",51.53220049999999,-0.2386136
562,BP DOLLIS ROAD (KELLYS CORNER SF CONNECT),1753,"DOLLIS ROAD, NW7 1JX",51.6048181,-0.2064821
563,ESSO DUDDEN HILL LANE (DUDDEN HILL SERVICE STATION),1697,"DUDDEN HILL LANE, NW10 1DE",51.5535995,-0.2440234
564,TESCO BOREHAMWOOD EXTRA,1813,"SHENLEY ROAD, WD6 1JG",51.6572757,-0.2713496
565,ESSO EDGWARE ROAD (MFG CRICKLEWOOD),1691,"EDGWARE ROAD, NW2 6ND",51.56389009999999,-0.2227895
566,ESSO FINCHLEY ROAD (RSS GOLDERS GREEN),1744,"FINCHLEY ROAD, NW11 6AH",51.5887337,-0.1994857
567,BP NORTH CIRCULAR ROAD (BYRON SF CONNECT),1747,"NORTH CIRCULAR ROAD, N12 0AP",51.6008685,-0.1750689
568,TESCO COLNEY HATCH EXTRA,1754,"NORTH CIRCULAR ROAD, N12 0SH",51.6071902,-0.1547098
569,ESSO HIGH ROAD (MFG WHETSTONE),614,"HIGH ROAD, N20 0LH",51.6280977,-0.174247
570,ESSO ARCHWAY ROAD (MFG WELLINGTON),706,"ARCHWAY ROAD, N6 4HX",51.5811285,-0.1556344
571,SHELL COLNEY HATCH LANE (SHELL MUSWELL HILL),712,"COLNEY HATCH LANE, N10 1QB",51.59526469999999,-0.1453271
572,BP RUSSELL LANE (BARNET SERVICE STATION),616,"RUSSELL LANE, N20 0BB",51.629465,-0.158883
573,BP WATERFALL ROAD SOUTH (WATERFALL SF CONNECT),1761,"WATERFALL ROAD SOUTH, N11 1NH",51.6196675,-0.1463267
574,BP PINKHAM WAY (PINKHAM WAY SF CONNECT),1755,"PINKHAM WAY, N11 2UU",51.6106483,-0.1365961
575,GULF NORTH ROAD (JOHN NICHOL CARS),1739,"NORTH ROAD, N6 4BE",51.5727917,-0.1499695
576,BP GREAT NORTH ROAD (ODEON SF CONNECT),561,"GREAT NORTH ROAD, EN5 1EQ",37.7749295,-122.4194155
577,SHELL PARK ROAD (SHELL HORNSEY PARK ROAD),711,"PARK ROAD, N8 8JN",51.5826467,-0.1282196
578,UNBRANDED BOUNDS GREEN ROAD (BOUNDS GREEN SERVICE STATION),1756,"BOUNDS GREEN ROAD, N11 2QH",51.6057044,-0.1221075
579,ESSO EAST BARNET ROAD (NEW BARNET EXPRESS),559,"EAST BARNET ROAD, EN4 8QX",51.6462598,-0.1670343
580,BP HORNSEY RISE (MFG HORNSEY RISE SPAR),1470,"HORNSEY RISE, N19 3SH",51.57361,-0.12729
581,TEXACO TOTTENHAM LANE (CO-OP CROUCH END),1476,"TOTTENHAM LANE, N8 8SE",51.5823616,-0.1198877
582,BP HAVERSTOCK HILL (BELSIZE PARK SERVICE STATION),489,"HAVERSTOCK HILL, NW3 4QE",51.5515233,-0.1667771
583,SHELL EAST BARNET ROAD (MFG NEW BARNET),560,"EAST BARNET ROAD, EN4 8RN",51.6494542,-0.1702466
584,ESSO WOOD STREET (MFG WOOD STREET),1793,"WOOD STREET, EN5 4BX",51.6528184,-0.2095227
585,BP CHASE SIDE (MFG SOUTHGATE),1764,"CHASE SIDE, N14 5BU",51.63375,-0.13307
